Rating,Reviews,Size,Installs,Type,Price,Content_rating,Genres,Last_updated,Current_ver,Android_ver,Category
4.5,3617.0,7900000.0,100000,2,0.0,3,105,952,1158,12,3
3.7,4806.0,35000000.0,1000000,2,0.0,3,105,726,2169,10,3
4.6,65786.0,,1000000,2,0.0,3,105,462,0,10,3
4.6,31433.0,17000000.0,1000000,2,0.0,3,105,462,2143,10,3
4.6,5097.0,19000000.0,1000000,2,0.0,3,105,782,1724,10,3
4.0,1754.0,14000000.0,500000,2,0.0,3,105,894,313,15,3
4.4,2680.0,2200000.0,500000,2,0.0,3,105,1350,1948,10,3
4.0,1288.0,4500000.0,100000,2,0.0,3,105,66,679,15,3
4.7,18900.0,17000000.0,500000,2,0.0,3,94,462,267,19,28
4.9,49790.0,14000000.0,1000000,2,0.0,3,94,327,2725,12,28
4.7,1150.0,9800000.0,100000,2,0.0,3,94,1126,961,12,28
3.9,1739.0,21000000.0,500000,2,0.0,3,94,710,393,10,28
3.9,32090.0,,1000000,2,0.0,3,94,1154,0,0,28
4.2,2225.0,52000000.0,500000,2,0.0,3,94,753,1308,12,28
4.6,4369.0,14000000.0,100000,2,0.0,3,94,436,2221,10,28
4.3,8572.0,25000000.0,1000000,2,0.0,3,94,450,806,15,28
4.7,964.0,9000000.0,50000,2,0.0,3,94,947,961,29,28
4.7,42050.0,,1000000,2,0.0,3,94,399,2369,19,28
4.8,104.0,12000000.0,10000,2,0.0,3,94,708,139,10,28
4.2,17934.0,,1000000,2,0.0,3,94,841,0,0,28
4.3,601.0,35000000.0,100000,2,0.0,3,94,894,1605,15,28
4.5,36.0,6700000.0,10000,2,0.0,3,94,1287,2395,15,28
4.1,187.0,30000000.0,50000,2,0.0,5,94,98,2022,10,28
,182.0,5700000.0,100000,2,0.0,1,94,24,880,13,28
4.2,30.0,2900000.0,10000,2,0.0,3,94,999,90,10,28
4.5,134.0,17000000.0,10000,2,0.0,3,94,1035,2046,10,28
4.4,74.0,2900000.0,10000,2,0.0,3,94,963,920,10,28
4.0,113715.0,,10000000,2,0.0,3,94,1311,0,0,28
4.1,3595.0,,500000,2,0.0,3,94,692,0,15,28
4.1,9315.0,2600000.0,1000000,2,0.0,3,94,99,2063,15,28
4.4,75.0,4200000.0,50000,2,0.0,3,94,1016,2054,10,28
4.6,38.0,7100000.0,10000,2,0.0,3,94,535,592,15,28
4.5,26834.0,57000000.0,1000000,2,0.0,3,94,98,2606,19,28
,119.0,3700000.0,50000,2,0.0,3,94,782,139,12,28
3.9,2277.0,22000000.0,500000,2,0.0,3,94,710,806,10,28
4.4,2280.0,24000000.0,500000,2,0.0,3,94,88,806,15,28
,654.0,7400000.0,100000,2,0.0,5,94,520,2363,12,28
4.6,184.0,21000000.0,10000,2,0.0,3,94,942,1788,12,28
3.8,9.0,3400000.0,5000,2,0.0,3,94,155,592,15,28
,77.0,2900000.0,10000,2,0.0,4,94,246,2449,31,28
,35.0,3100000.0,10000,2,0.0,1,94,164,2449,13,28
4.0,364.0,6400000.0,100000,2,0.0,3,94,692,1495,10,28
4.3,18.0,3200000.0,5000,2,0.0,3,94,129,2336,10,28
4.5,473.0,8199999.999999999,100000,2,0.0,4,94,201,943,9,28
,30.0,9900000.0,10000,2,0.0,4,94,423,1506,13,28
4.1,66.0,2900000.0,10000,2,0.0,3,94,963,2029,10,28
3.7,3871.0,23000000.0,1000000,2,0.0,3,94,1246,2032,15,28
4.7,257.0,4600000.0,50000,2,0.0,3,94,920,592,10,28
4.2,62.0,3100000.0,10000,2,0.0,3,94,988,2409,10,28
4.6,2914724.0,,100000000,2,0.0,5,22,1244,0,0,23
4.5,1857.0,4900000.0,50000,2,0.0,3,22,1011,1586,3,23
4.6,4478.0,9500000.0,100000,2,0.0,1,22,78,1495,15,23
4.4,577550.0,,10000000,2,0.0,3,22,462,0,0,23
4.2,814080.0,,100000000,2,0.0,5,22,165,0,0,23
4.5,246315.0,,10000000,2,0.0,3,22,370,0,25,23
4.5,454060.0,,10000000,2,0.0,3,22,696,0,0,23
4.5,155446.0,,10000000,2,0.0,5,22,901,0,0,23
4.5,418.0,4200000.0,100000,2,0.0,3,22,48,1297,12,23
4.4,22486.0,5400000.0,1000000,2,0.0,5,22,1167,2811,15,23
4.5,203130.0,,10000000,2,0.0,3,22,836,0,0,23
4.6,1435.0,2800000.0,500000,2,0.0,3,22,1321,592,15,23
4.8,116507.0,5000000.0,1000000,2,0.0,5,22,1244,2731,10,23
3.9,1433233.0,,1000000000,2,0.0,5,22,1011,0,0,23
4.6,90468.0,5900000.0,5000000,2,0.0,3,22,341,1794,31,23
4.2,860.0,13000000.0,100000,2,0.0,3,22,520,592,10,23
4.1,363934.0,7100000.0,10000000,2,0.0,3,22,221,854,12,23
4.7,967.0,6700000.0,500000,2,0.0,3,22,251,1513,10,23
4.2,87873.0,,10000000,2,0.0,5,22,988,0,0,23
4.3,17506.0,17000000.0,1000000,2,0.0,3,22,1185,105,12,23
3.3,1862.0,19000000.0,1000000,2,0.0,3,22,474,297,12,23
4.6,2084.0,6700000.0,500000,2,0.0,3,22,775,2754,31,23
4.8,47303.0,21000000.0,1000000,2,0.0,3,22,894,106,12,23
4.7,19080.0,,500000,2,0.0,3,22,901,0,0,23
,161.0,2700000.0,10000,2,0.0,3,22,143,592,31,23
4.1,85842.0,37000000.0,5000000,2,0.0,3,22,262,2635,15,23
4.6,7831.0,15000000.0,100000,2,0.0,5,22,922,2148,15,23
4.1,91615.0,23000000.0,5000000,2,0.0,4,22,1031,291,12,23
4.6,4620.0,19000000.0,500000,2,0.0,3,22,693,2449,10,23
4.7,21336.0,23000000.0,1000000,2,0.0,3,22,1313,2660,13,23
4.5,26875.0,73000000.0,500000,2,0.0,3,22,1244,1454,10,23
3.9,1778.0,4900000.0,500000,2,0.0,4,22,1239,625,5,23
4.4,2709.0,6800000.0,1000000,2,0.0,3,22,221,2221,3,23
4.3,64513.0,,5000000,2,0.0,3,22,726,0,0,23
4.2,8342.0,,10000000,2,0.0,3,22,797,1878,6,23
4.5,527.0,2900000.0,100000,2,0.0,3,22,488,955,15,23
4.4,1322.0,3500000.0,100000,2,0.0,3,22,988,2395,10,23
3.4,1680.0,4000000.0,100000,2,0.0,3,22,702,522,10,23
4.9,2739.0,21000000.0,50000,2,0.0,3,22,520,2449,13,23
4.6,1065.0,2300000.0,500000,2,0.0,3,22,1274,1788,13,23
4.4,233757.0,,10000000,2,0.0,3,22,924,0,0,23
,2.0,7200000.0,50000,2,0.0,3,22,516,1506,18,23
4.4,8788.0,10000000.0,1000000,2,0.0,3,22,759,1441,15,23
4.4,51269.0,6100000.0,1000000,2,0.0,3,22,434,1609,29,23
4.4,30105.0,2100000.0,1000000,2,0.0,3,22,75,2363,10,23
3.5,156.0,42000000.0,500000,2,0.0,3,22,956,1122,24,23
,114.0,7300000.0,100000,2,0.0,3,22,785,1495,8,23
4.4,341157.0,30000000.0,10000000,2,0.0,1,22,1350,693,29,23
4.1,16129.0,,10000000,2,0.0,3,35,1246,0,0,27
4.3,674730.0,,50000000,2,0.0,3,35,282,0,0,27
4.4,1254730.0,,10000000,2,0.0,3,35,1011,0,0,27
4.3,85185.0,29000000.0,5000000,2,0.0,3,35,520,540,19,27
4.3,32584.0,,1000000,2,0.0,3,35,1051,0,0,27
4.1,217730.0,,50000000,2,0.0,3,35,358,0,0,27
4.4,70991.0,,5000000,2,0.0,3,35,98,2646,3,27
4.3,1002861.0,35000000.0,100000000,2,0.0,3,35,462,2726,12,27
3.9,16589.0,9100000.0,1000000,2,0.0,3,35,1361,2590,10,27
4.8,148945.0,25000000.0,1000000,2,0.0,3,35,434,2816,19,27
4.5,4458.0,3900000.0,500000,2,0.0,3,35,655,2772,12,27
4.4,62272.0,18000000.0,10000000,2,0.0,3,35,708,1765,12,27
4.0,8941.0,12000000.0,5000000,2,0.0,3,35,726,1670,10,27
4.3,46353.0,21000000.0,1000000,2,0.0,3,35,93,1664,25,27
4.0,1279184.0,,50000000,2,0.0,3,35,462,0,0,27
4.2,88073.0,,10000000,2,0.0,3,35,801,0,0,27
4.5,67000.0,,1000000,2,0.0,3,35,520,0,21,27
4.2,159872.0,,10000000,2,0.0,3,35,726,0,0,27
4.2,30847.0,55000000.0,5000000,2,0.0,3,35,1331,2364,12,27
4.6,188841.0,3200000.0,5000000,2,0.0,3,35,947,1750,15,27
4.1,11622.0,,5000000,2,0.0,3,35,1287,0,0,27
4.6,95912.0,,5000000,2,0.0,3,35,1246,0,0,27
3.1,4034.0,23000.0,100000,2,0.0,3,35,274,1843,24,27
3.9,45964.0,16000000.0,1000000,2,0.0,3,35,114,224,12,27
4.3,14955.0,,1000000,2,0.0,3,35,1246,0,0,27
4.1,6903.0,14000000.0,1000000,2,0.0,3,35,815,2774,12,27
4.4,31614.0,37000000.0,10000000,2,0.0,3,35,1185,2357,15,27
4.1,23055.0,,5000000,2,0.0,3,35,885,0,0,27
4.1,19023.0,,1000000,2,0.0,3,35,1244,191,12,27
4.5,207372.0,11000000.0,5000000,2,0.0,3,35,462,2523,15,27
4.4,1225.0,25000000.0,100000,2,0.0,3,35,1244,2394,12,27
4.4,380837.0,7300000.0,10000000,2,0.0,3,35,922,2330,29,27
4.3,10600.0,6500000.0,1000000,2,0.0,3,35,1244,771,15,27
4.4,74359.0,25000000.0,1000000,2,0.0,3,35,165,890,15,27
4.6,822.0,3100000.0,100000,2,0.0,3,35,885,1788,10,27
4.2,80805.0,,5000000,2,0.0,3,35,883,0,10,27
4.4,2287.0,1500000.0,1000000,2,0.0,3,35,613,1497,24,27
4.7,4162.0,7500000.0,100000,2,0.0,3,35,98,917,10,27
3.8,14760.0,8600000.0,50000000,2,0.0,3,35,896,1073,6,27
3.9,23243.0,,5000000,2,0.0,3,35,262,0,0,27
,9.0,1200000.0,100000,2,0.0,3,35,999,50,18,27
4.3,8978.0,,1000000,2,0.0,3,35,436,0,0,27
4.2,80805.0,,5000000,2,0.0,3,35,883,0,10,27
4.4,42492.0,,1000000,2,0.0,3,35,221,0,0,27
4.7,286897.0,39000000.0,10000000,2,0.0,3,35,946,196,13,27
4.5,103755.0,14000000.0,10000000,2,0.0,3,35,221,2764,12,27
4.2,46505.0,19000000.0,1000000,2,0.0,3,35,462,1264,12,27
4.7,11442.0,6800000.0,100000,0,4.99,3,35,305,1607,15,27
4.8,10295.0,39000000.0,100000,0,4.99,3,35,1047,1092,13,27
4.2,159872.0,,10000000,2,0.0,3,35,726,0,0,27
4.2,296.0,14000000.0,50000,2,0.0,3,35,516,2811,12,27
4.3,29313.0,20000000.0,5000000,2,0.0,3,35,1246,985,10,27
4.4,70991.0,,5000000,2,0.0,3,35,98,2646,3,27
4.4,51507.0,,5000000,2,0.0,3,35,462,0,0,27
4.1,1802.0,26000000.0,100000,2,0.0,3,35,522,589,29,27
3.8,1383.0,51000000.0,100000,2,0.0,3,35,710,2132,19,27
4.3,23175.0,41000000.0,1000000,2,0.0,3,35,143,703,12,27
3.8,5868.0,20000000.0,500000,2,0.0,3,35,267,2129,12,27
3.5,2111.0,,100000,2,0.0,3,35,1246,0,0,27
4.1,5448.0,12000000.0,500000,2,0.0,3,35,436,2628,19,27
4.6,4159.0,48000000.0,500000,2,0.0,3,35,1185,1733,10,27
4.3,20815.0,10000000.0,1000000,2,0.0,3,35,1287,116,19,27
4.5,78662.0,22000000.0,1000000,2,0.0,3,35,471,2108,3,27
4.1,7149.0,11000000.0,1000000,2,0.0,3,35,726,1128,15,27
4.5,3079.0,8500000.0,100000,2,0.0,3,35,462,2064,12,27
4.6,5800.0,8600000.0,100000,2,0.0,3,35,462,2064,12,27
4.0,6989.0,,1000000,2,0.0,3,35,528,1902,3,27
4.2,16422.0,28000000.0,1000000,2,0.0,3,35,1244,1469,12,27
4.4,108741.0,28000000.0,10000000,2,0.0,3,35,1185,1421,21,27
4.4,31614.0,37000000.0,10000000,2,0.0,3,35,1185,2357,15,27
4.0,624.0,9000000.0,100000,2,0.0,3,35,538,781,19,27
4.2,1661.0,46000000.0,100000,2,0.0,3,35,462,2319,3,27
4.2,97702.0,,5000000,2,0.0,3,35,221,0,0,27
4.1,308.0,14000000.0,50000,2,0.0,3,35,535,1232,10,27
4.0,6989.0,,1000000,2,0.0,3,35,528,1902,3,27
3.8,5211.0,26000000.0,1000000,2,0.0,3,35,1246,1267,15,27
3.9,1058.0,23000000.0,500000,2,0.0,3,35,1031,956,19,27
3.9,78172.0,,10000000,2,0.0,3,35,462,0,0,27
4.2,159872.0,,10000000,2,0.0,3,35,726,0,0,27
4.2,296.0,14000000.0,50000,2,0.0,3,35,516,2811,12,27
4.3,29313.0,20000000.0,5000000,2,0.0,3,35,1246,985,10,27
4.4,70991.0,,5000000,2,0.0,3,35,98,2646,3,27
4.4,51507.0,,5000000,2,0.0,3,35,462,0,0,27
4.1,1802.0,26000000.0,100000,2,0.0,3,35,522,589,29,27
3.8,1383.0,51000000.0,100000,2,0.0,3,35,710,2132,19,27
4.3,23175.0,41000000.0,1000000,2,0.0,3,35,143,703,12,27
3.8,5868.0,20000000.0,500000,2,0.0,3,35,267,2129,12,27
3.5,2111.0,,100000,2,0.0,3,35,1246,0,0,27
4.1,5448.0,12000000.0,500000,2,0.0,3,35,436,2628,19,27
4.6,4159.0,48000000.0,500000,2,0.0,3,35,1185,1733,10,27
4.3,20815.0,10000000.0,1000000,2,0.0,3,35,1287,116,19,27
4.5,78662.0,22000000.0,1000000,2,0.0,3,35,471,2108,3,27
4.1,7149.0,11000000.0,1000000,2,0.0,3,35,726,1128,15,27
4.5,3079.0,8500000.0,100000,2,0.0,3,35,462,2064,12,27
4.6,5800.0,8600000.0,100000,2,0.0,3,35,462,2064,12,27
4.0,6989.0,,1000000,2,0.0,3,35,528,1902,3,27
4.2,16422.0,28000000.0,1000000,2,0.0,3,35,1244,1469,12,27
4.3,8978.0,,1000000,2,0.0,3,35,436,0,0,27
4.2,80804.0,,5000000,2,0.0,3,35,883,0,10,27
4.4,42492.0,,1000000,2,0.0,3,35,221,0,0,27
4.7,286897.0,39000000.0,10000000,2,0.0,3,35,946,196,13,27
4.5,103755.0,14000000.0,10000000,2,0.0,3,35,221,2764,12,27
4.2,46505.0,19000000.0,1000000,2,0.0,3,35,462,1264,12,27
4.7,11442.0,6800000.0,100000,0,4.99,3,35,305,1607,15,27
4.8,10295.0,39000000.0,100000,0,4.99,3,35,1047,1092,13,27
4.1,217730.0,,50000000,2,0.0,3,35,358,0,0,27
4.3,1002859.0,35000000.0,100000000,2,0.0,3,35,462,2726,12,27
4.4,51510.0,,5000000,2,0.0,3,35,462,0,0,27
4.5,413.0,29000000.0,10000,2,0.0,3,35,436,2588,19,27
4.3,23175.0,41000000.0,1000000,2,0.0,3,35,143,703,12,27
4.5,1013635.0,,10000000,2,0.0,5,116,726,0,0,4
4.6,24005.0,4900000.0,500000,2,0.0,2,116,922,1237,12,4
4.7,57106.0,27000000.0,1000000,2,0.0,5,116,782,2456,12,4
4.7,2249.0,32000000.0,500000,2,0.0,3,116,1375,1996,10,4
4.8,516.0,12000000.0,50000,2,0.0,3,78,1011,393,3,4
3.9,834.0,15000000.0,50000,2,0.0,4,116,1244,2769,12,4
4.1,1010.0,11000000.0,50000,2,0.0,4,116,364,1788,12,4
4.4,238970.0,28000000.0,1000000,2,0.0,5,116,801,1762,19,4
4.6,302.0,2200000.0,10000,2,0.0,5,116,267,592,15,4
4.5,438.0,3400000.0,10000,2,0.0,3,116,1075,592,31,4
4.7,73.0,8300000.000000001,10000,2,0.0,3,116,782,2221,10,4
4.4,39.0,4300000.0,10000,2,0.0,1,116,267,1495,29,4
4.5,144.0,4700000.0,10000,2,0.0,3,116,434,1506,10,4
3.9,2181.0,10000000.0,100000,2,0.0,5,116,678,401,10,4
3.2,93965.0,15000000.0,5000000,2,0.0,5,116,267,14,10,4
3.2,1446.0,7100000.0,100000,2,0.0,4,116,696,592,10,4
4.1,12088.0,21000000.0,1000000,2,0.0,4,116,1264,783,10,4
4.5,314.0,6100000.0,100000,2,0.0,3,116,123,2114,12,4
4.2,25671.0,,1000000,2,0.0,5,116,399,0,0,4
4.2,15194.0,15000000.0,1000000,2,0.0,5,116,434,734,29,4
3.7,22551.0,11000000.0,1000000,2,0.0,5,116,98,1097,3,4
4.5,29839.0,29000000.0,1000000,2,0.0,5,116,726,1951,3,4
4.6,279.0,3300000.0,100000,2,0.0,3,116,802,1308,15,4
4.5,564387.0,,5000000,2,0.0,3,116,986,0,0,4
,1330.0,22000000.0,50000,2,0.0,3,116,267,1548,29,4
4.7,1677.0,40000000.0,100000,2,0.0,3,116,431,1712,12,4
4.4,757.0,10000000.0,10000,2,0.0,5,116,692,592,12,4
3.5,115.0,9100000.0,10000,2,0.0,4,116,143,1070,19,4
3.3,125.0,4700000.0,5000,2,0.0,5,116,98,2078,10,4
4.5,9952.0,38000000.0,500000,2,0.0,1,116,726,2310,12,4
4.4,18814.0,,1000000,2,0.0,4,116,1246,0,0,4
4.2,21.0,6700000.0,5000,2,0.0,3,116,488,139,15,4
5.0,15.0,37000000.0,1000,2,0.0,3,116,708,2449,10,4
4.4,51981.0,,5000000,2,0.0,3,116,1244,1378,31,4
4.7,3596.0,7800000.0,10000,2,0.0,5,116,1274,1129,10,4
4.4,1006.0,19000000.0,50000,2,0.0,3,116,1011,1119,10,4
4.4,5968.0,5700000.0,1000000,2,0.0,3,116,988,903,15,4
4.6,4895.0,35000000.0,100000,2,0.0,3,116,462,2541,3,4
4.0,56642847.0,,1000000000,2,0.0,3,14,1244,0,0,24
4.4,69119316.0,,1000000000,2,0.0,3,14,1011,0,0,24
4.3,125257.0,17000000.0,10000000,2,0.0,5,14,1167,1326,12,24
4.3,9642995.0,,1000000000,2,0.0,3,14,1244,0,0,24
4.4,1429035.0,,100000000,2,0.0,3,14,436,818,31,24
4.3,4604324.0,,1000000000,2,0.0,3,14,462,0,0,24
4.0,3419249.0,,1000000000,2,0.0,3,14,574,0,0,24
4.3,11334799.0,,500000000,2,0.0,3,14,114,0,0,24
4.3,158679.0,8800000.0,5000000,2,0.0,3,14,1011,2273,3,24
4.4,3075028.0,,100000000,2,0.0,3,14,815,0,0,24
4.3,4187998.0,16000000.0,100000000,2,0.0,3,14,114,689,3,24
4.3,659395.0,11000000.0,100000000,2,0.0,3,14,155,1066,15,24
4.3,4785892.0,11000000.0,500000000,2,0.0,3,14,885,2507,15,24
4.3,66602.0,,50000000,2,0.0,3,14,708,1372,19,24
4.3,30209.0,15000000.0,5000000,2,0.0,3,14,759,2038,12,24
4.0,36901.0,6600000.0,5000000,2,0.0,3,14,922,464,26,24
4.5,5149854.0,,100000000,2,0.0,3,14,434,0,0,24
4.3,192948.0,6600000.0,10000000,2,0.0,3,14,852,1470,26,24
3.7,99559.0,,10000000,2,0.0,3,14,1246,0,0,24
4.5,437674.0,,10000000,2,0.0,3,14,1244,0,0,24
3.9,13698.0,5100000.0,10000000,2,0.0,3,14,942,1914,12,24
4.4,2473509.0,,100000000,2,0.0,3,14,726,1100,0,24
3.6,20769.0,18000000.0,1000000,2,0.0,3,14,221,642,12,24
4.4,36880.0,4000000.0,1000000,2,0.0,3,14,1264,849,19,24
4.2,171031.0,,10000000,2,0.0,3,14,1011,0,0,24
4.4,63543.0,,5000000,2,0.0,3,14,462,1763,0,24
4.1,45487.0,,10000000,2,0.0,3,14,1124,0,0,24
4.4,615381.0,37000000.0,10000000,2,0.0,4,14,462,4,10,24
4.3,2451083.0,,100000000,2,0.0,5,14,1011,0,0,24
4.2,33053.0,22000000.0,5000000,2,0.0,3,14,726,44,10,24
4.2,5387333.0,,100000000,2,0.0,3,14,726,0,0,24
4.4,3648120.0,3300000.0,100000000,2,0.0,5,14,114,2184,15,24
4.4,136662.0,32000000.0,10000000,2,0.0,3,14,1246,448,10,24
3.9,42370.0,37000000.0,1000000,2,0.0,3,14,262,1324,19,24
4.2,781810.0,,100000000,2,0.0,3,14,1244,0,0,24
4.4,3128250.0,,100000000,2,0.0,4,14,165,0,0,24
4.6,2083237.0,,500000000,2,0.0,3,14,726,772,3,24
4.3,541389.0,,10000000,2,0.0,3,14,801,879,12,24
4.3,46702.0,,1000000,2,0.0,3,14,922,0,0,24
4.4,2939.0,17000000.0,100000,2,0.0,3,14,528,1297,12,24
3.7,13761.0,,10000000,2,0.0,3,14,823,0,0,24
4.3,258556.0,,10000000,2,0.0,3,14,436,0,0,24
3.9,40751.0,35000000.0,10000000,2,0.0,5,14,1076,2133,10,24
4.5,17712922.0,40000000.0,500000000,2,0.0,5,14,462,228,15,24
3.7,25021.0,61000000.0,5000000,2,0.0,3,14,708,2720,21,24
4.3,27187.0,66000000.0,5000000,2,0.0,3,14,759,2293,3,24
4.4,69119316.0,,1000000000,2,0.0,3,14,1011,0,0,24
4.0,56646578.0,,1000000000,2,0.0,3,14,1244,0,0,24
4.3,4785988.0,11000000.0,500000000,2,0.0,3,14,885,2507,15,24
4.0,122498.0,79000.0,10000000,2,0.0,3,14,263,557,10,24
4.3,11334973.0,,500000000,2,0.0,3,14,114,0,0,24
4.0,3419433.0,,1000000000,2,0.0,3,14,574,0,0,24
4.1,132014.0,25000000.0,10000000,2,0.0,3,14,114,2415,29,24
